Nota,TitluReview,Nume,Data,Review
2/10,One Great Performance. No Story. Needs an Editor.,baze,10/30/2019,"Unrelentingly, irredeemably dark with no story, no arc, and lots of unnecessary frames left onscreen. Too long by 1/3Phoenix delivers a fine performance, better because the material he had to work with was so weak and thin. I wanted to walk out from the halfway point onward but kept hoping for a redeeming 3rd reel.Nope. Just more and increasingly gratuitous violence, more darkness and attempts to clumsily weave in origin stories we have all seen. Saw this for $1.72 on a Season Pass and wanted my money back."
10/10,Idk why people are hating on this movie,bginnjr,10/13/2019,It's great. Just wow. Yes it was violent but it was less violent than John wick and Deadpool.
10/10,Oscar to Phoenix,crabsnco,10/5/2019,"Amazing hype and outstanding performance for Phoenix, now I feel bad for the Joker. It's not an aggressive play like I heard, it's all about action & reaction for a society which is full of haters & madness."
10/10,"Wow, what a f#cking masterpiece",boelbol,10/4/2019,"GO WATCH JOKER RN,Hounestly the best performance in a movie tied with Marlon Brando in godfather and heath ledger in dark knight, never have I seen such a well made comic book movie since dark knight, joker was amazing and it proves that comic book movies can be masterpieces too"
9/10,Pretty good but not as good as the people pretending,themightykazoo-30763,9/16/2019,This movie is probably about a 7.2. It is pretty enjoyable. It isn't as good as the people who are paid to post fake reviews here claim but those people are easily discovered by the fact that they rate every move 10/10.It is worse than the Dark Knight and I didn't find the Joker better than Heath's or Jack Nicholson'sThis isn't an action movie so people going into it expecting that won't get it but it is a good character study which unfortunately may be boring to many people. Reminded me of There Will be Blood than Batman
1/10,Overrated,jesserpenington,10/27/2019,I am a DC fan but this movie is a art house movie pretending to be a comic book movie. Boring and drawn out.
3/10,Marginally crazy guy loses job and gets predictably more crazy... The End,psychcowboy,10/16/2019,"Feels a bit like Requiem for a Dream meets Taxi Driver, but not nearly as good as either. Was there a single memorable script line or cerebral plot twist in the entire film? Not that I noticed."
1/10,Load of shxx,tariqakmahmood,10/13/2019,Tge film is too Slowt gets boringOk story lineGood acting from jokerI dont know what all this hype is about
5/10,Why so serious?,usualusername123,10/6/2019,"""Joker"" is highly derivative and a poor imitation of better Scorsese movies. The movie didn't really know what it was trying to say. On top of that it's very cynical and will leave you with a bad taste in your mouth. Great performance from Joaquin Phoenix but it's not essential viewing."
10/10,Darkest Masterpiece,kugami,11/13/2019,"Astonishing acting and directing, mind exploding scenes and heartbreaking moments that makes you laugh and cry at the same time. Just bravo"
7/10,I can't see this Joker being one step ahead of Batman.,jagdipatwal,10/15/2019,Other than that. This is a well directed movie with great performances.
10/10,"Movie of the decade, in my mind!",vadar76,10/10/2019,"This movie is a cinematic piece of art that must not be missed!People complaining that it was drawn out and had no plot are completely missing the point of the movie. It was a psychological analysis of a diathesis stress illness, namely schizophrenia. A man's decent into darkness after a childhood of abuse. It wasn't meant to be a Hollywood blockbuster with fast cars and CGI fighting rubbish.It was utterly necessary to have the elongated beginning, otherwise the brilliant cinematography and score at the conclusion would not have been so impactful.Phoenix, as usual, gave us a masterclass in acting. He lived every tiny schizophrenic moment of Fleck's mind and played it to perfection. If he doesn't win the Oscar this time, I swear I'll never watch it again!For me, this is the movie of the decade. I rarely see a movie twice, but I'm going back for this one a second time. 10 stars."
